"X","code","date","news","extract_code","extracted_date","sentiscore","final_sentiment"
14051,"https://www.klsescreener.com/v2/news/stock/3336","TheStar09 Apr, 2019 07:40am - 1 day ago","construction counters on a roll","3336","2019-04-09",0,"neu"
14056,"https://www.klsescreener.com/v2/news/stock/3336","TheStar08 Apr, 2019 13:21pm - 2 days ago","quick take ijm gamuda advance on ecrl hopes","3336","2019-04-08",0,"neu"
14059,"https://www.klsescreener.com/v2/news/stock/3336","TheEdge04 Apr, 2019 15:40pm - 6 days ago","      scomi         ","3336","2019-04-04",0,"neu"
14060,"https://www.klsescreener.com/v2/news/stock/3336","TheEdge04 Apr, 2019 14:43pm - 6 days ago","scomi prasarana monorail dispute comes to an end with new rmm contract","3336","2019-04-04",-1,"neg"
14038,"https://www.klsescreener.com/v2/news/stock/3336","TheStar13 Apr, 2019 09:10am - 4 days ago","wce back in the spotlight","3336","2019-04-13",0,"neu"
6834,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge05 Apr, 2019 20:46pm - 1 week ago","bassets acquires   million shares in bcorp for rm  mil","3395","2019-04-05",0,"neu"
6872,"https://www.klsescreener.com/v2/news/stock/3395","TheStar29 Mar, 2019 12:56pm - 1 week ago","klci rebounds  points as sentiment grows over trade talks","3395","2019-03-29",0,"neu"
6836,"https://www.klsescreener.com/v2/news/stock/3395","TheStar03 Apr, 2019 10:01am - 2 weeks ago","alliancedbs positive on nfos sector","3395","2019-04-03",1,"pos"
6810,"https://www.klsescreener.com/v2/news/stock/3395","TheStar15 Mar, 2019 09:05am - 3 days ago","trading ideas nestle poh kong pesona metro econpile bfood uzma priceworth","3395","2019-03-15",0,"neu"
15959,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge01 Apr, 2019 09:59am - 2 days ago","bfoods kkr seen to return to the black with kkr express launch","3395","2019-04-01",0,"neu"
6835,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge04 Apr, 2019 11:01am - 1 week ago","higher than expected ticket sales likely to boost btotos gaming revenue","3395","2019-04-04",1,"pos"
6808,"https://www.klsescreener.com/v2/news/stock/3395","TheStar15 Mar, 2019 09:23am - 3 days ago","slow start for bursa as ihh petronas stocks drag","3395","2019-03-15",-2,"neg"
6825,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge11 Apr, 2019 11:04am - 6 days ago","kaf       ","3395","2019-04-11",0,"neu"
6826,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge11 Apr, 2019 10:44am - 6 days ago","kaf seagroatt campbell upgrades berjaya food to buy","3395","2019-04-11",0,"neu"
6805,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge15 Mar, 2019 10:35am - 3 days ago","bfood posts q net profit on higher starbucks kenny rogers contributions","3395","2019-03-15",0,"neu"
6867,"https://www.klsescreener.com/v2/news/stock/3395","TheStar30 Mar, 2019 07:50am - 1 week ago","japanese fund invests rmm in tasco unit","3395","2019-03-30",0,"neu"
15963,"https://www.klsescreener.com/v2/news/stock/3395","TheStar29 Mar, 2019 18:40pm - 5 days ago","japanese govt fund invests rmm in tasco unit","3395","2019-03-29",0,"neu"
6800,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge16 Mar, 2019 16:00pm - 1 day ago","tower a of the tropika by berjaya land sees  take up","3395","2019-03-16",0,"neu"
6803,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge15 Mar, 2019 12:06pm - 3 days ago","berjaya food up   on firmer q earnings dividend","3395","2019-03-15",1,"pos"
16068,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge22 Mar, 2019 19:24pm - 5 days ago","bcorp sees trading volume soar to five year high","3395","2019-03-22",0,"neu"
16065,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge26 Mar, 2019 00:56am - 1 day ago","pm to deliver keynote address at ceo forum on industry  ","3395","2019-03-26",0,"neu"
6795,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge18 Mar, 2019 20:27pm - Just now ago","btoto reports flattish q net profit pays   sen dividend","3395","2019-03-18",0,"neu"
15977,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge28 Mar, 2019 21:00pm - 6 days ago","bassets sells   stake in  eleven for rm m","3395","2019-03-28",0,"neu"
16064,"https://www.klsescreener.com/v2/news/stock/3395","TheStar26 Mar, 2019 09:31am - 1 day ago","pm to deliver keynote address at ceo forum","3395","2019-03-26",0,"neu"
15970,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge29 Mar, 2019 10:44am - 5 days ago","bcorp q net loss narrows on lower expenses in retail business","3395","2019-03-29",-1,"neg"
15971,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge29 Mar, 2019 10:40am - 5 days ago","bassets units sell   stake in  eleven for rm m","3395","2019-03-29",0,"neu"
15972,"https://www.klsescreener.com/v2/news/stock/3395","TheStar29 Mar, 2019 07:50am - 5 days ago","berjaya corp q net loss narrows to rm mil","3395","2019-03-29",-1,"neg"
6798,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge18 Mar, 2019 10:13am - 3 hours ago","stock with momentum berjaya food bfood","3395","2019-03-18",0,"neu"
6813,"https://www.klsescreener.com/v2/news/stock/3395","TheEdge15 Mar, 2019 08:12am - 3 days ago","cimb ib research raises target price for berjaya food to rm ","3395","2019-03-15",0,"neu"
6812,"https://www.klsescreener.com/v2/news/stock/3395","TheStar15 Mar, 2019 08:24am - 3 days ago","berjaya food m core net profit ahead of forecast","3395","2019-03-15",0,"neu"
6811,"https://www.klsescreener.com/v2/news/stock/3395","TheStar15 Mar, 2019 08:26am - 3 days ago","rhb raises earnings forecasts for bfood maintain buy","3395","2019-03-15",0,"neu"
4494,"https://www.klsescreener.com/v2/news/stock/3417","TheEdge26 Feb, 2019 15:00pm - 4 weeks ago","developers may rethink fundraising plans after e o shares plunge","3417","2019-02-26",0,"neu"
13582,"https://www.klsescreener.com/v2/news/stock/3417","TheStar13 Mar, 2019 08:17am - 4 weeks ago","e o to raise rm mil via private placement","3417","2019-03-13",0,"neu"
4477,"https://www.klsescreener.com/v2/news/stock/3417","TheStar23 Mar, 2019 08:15am - 1 week ago","wan azmi on e o snakes and knife making","3417","2019-03-23",-1,"neg"
13589,"https://www.klsescreener.com/v2/news/stock/3417","TheEdge25 Feb, 2019 06:39am - 1 month ago","klci to trend sideways hurdle at  ","3417","2019-02-25",0,"neu"
13563,"https://www.klsescreener.com/v2/news/stock/3417","TheStar19 Mar, 2019 19:00pm - 4 weeks ago","wan azmi returns to e o as a subtantial shareholder","3417","2019-03-19",0,"neu"
4495,"https://www.klsescreener.com/v2/news/stock/3417","TheEdge26 Feb, 2019 10:34am - 4 weeks ago","rm b of new projects seen for e o in next two years","3417","2019-02-26",0,"neu"
13578,"https://www.klsescreener.com/v2/news/stock/3417","TheStar20 Mar, 2019 09:06am - 3 weeks ago","wan azmi enters e o again","3417","2019-03-20",0,"neu"
13579,"https://www.klsescreener.com/v2/news/stock/3417","TheEdge20 Mar, 2019 08:25am - 3 weeks ago","wan azmi re emerges as major shareholder in e o","3417","2019-03-20",0,"neu"
13572,"https://www.klsescreener.com/v2/news/stock/3417","TheEdge26 Mar, 2019 10:49am - 2 weeks ago","e o seen eyeing rmm for next phase of fundraising","3417","2019-03-26",0,"neu"
13573,"https://www.klsescreener.com/v2/news/stock/3417","TheEdge25 Mar, 2019 10:37am - 2 weeks ago","e o seen focusing on disposing of inventories non core assets","3417","2019-03-25",0,"neu"
13548,"https://www.klsescreener.com/v2/news/stock/3417","TheEdge12 Apr, 2019 10:03am - 5 days ago","after private placement e o seeks at least rmm via rights issue","3417","2019-04-12",-1,"neg"
13549,"https://www.klsescreener.com/v2/news/stock/3417","TheStar12 Apr, 2019 09:07am - 5 days ago","trading ideas eco world international e o salcon mynews ta win","3417","2019-04-12",1,"pos"
13552,"https://www.klsescreener.com/v2/news/stock/3417","TheEdge11 Apr, 2019 17:42pm - 6 days ago","eastern oriental to raise at least rm mil via rights issue","3417","2019-04-11",-1,"neg"
18137,"https://www.klsescreener.com/v2/news/stock/3441","TheEdge21 Mar, 2019 00:46am - 1 week ago","selangor doe steps up patrols to monitor open burning","3441","2019-03-21",-1,"neg"
9033,"https://www.klsescreener.com/v2/news/stock/3441","TheStar21 Mar, 2019 08:43am - 2 weeks ago","suncon s job replenishment on a positive trend","3441","2019-03-21",1,"pos"
8983,"https://www.klsescreener.com/v2/news/stock/3441","Sinchew07 Mar, 2019 10:45am - 1 week ago","vertice    ","3441","2019-03-07",0,"neu"
8984,"https://www.klsescreener.com/v2/news/stock/3441","TheEdge07 Mar, 2019 10:14am - 1 week ago","vertice bags rmm subcontract for lrt precast viaduct","3441","2019-03-07",0,"neu"
8986,"https://www.klsescreener.com/v2/news/stock/3441","TheEdge06 Mar, 2019 18:08pm - 1 week ago","vertice   lrt","3441","2019-03-06",0,"neu"
8988,"https://www.klsescreener.com/v2/news/stock/3441","TheEdge04 Mar, 2019 11:45am - 2 weeks ago","vmware s g ready cloud platform powers vodafone networks in  countries","3441","2019-03-04",0,"neu"
8989,"https://www.klsescreener.com/v2/news/stock/3441","TheEdge04 Mar, 2019 08:41am - 2 weeks ago","eitas rising substation jobs to cushion mrts cost cutting impact","3441","2019-03-04",0,"neu"
8990,"https://www.klsescreener.com/v2/news/stock/3441","TheEdge02 Mar, 2019 00:35am - 2 weeks ago","day of reckoning as semenyih folk go to the polls","3441","2019-03-02",0,"neu"
9035,"https://www.klsescreener.com/v2/news/stock/3441","TheEdge19 Mar, 2019 11:19am - 3 weeks ago","next generation power","3441","2019-03-19",0,"neu"
9036,"https://www.klsescreener.com/v2/news/stock/3441","Chinapress07 Mar, 2019 23:32pm - 1 month ago","vertice      ","3441","2019-03-07",0,"neu"
18152,"https://www.klsescreener.com/v2/news/stock/3441","TheEdge11 Apr, 2019 17:00pm - 6 days ago","politics and policy come forward for a new malaysian narrative","3441","2019-04-11",0,"neu"
1322,"https://www.klsescreener.com/v2/news/stock/3484","TheEdge27 Feb, 2019 09:32am - 1 month ago","damansara realty falls   after civil servants housing job scrapped","3484","2019-02-27",-1,"neg"
1324,"https://www.klsescreener.com/v2/news/stock/3484","TheEdge27 Feb, 2019 06:18am - 1 month ago","klci to extend consolidation hurdle at  ","3484","2019-02-27",0,"neu"
1314,"https://www.klsescreener.com/v2/news/stock/3484","Nanyang02 Mar, 2019 00:06am - 3 weeks ago","ocr     ","3484","2019-03-02",0,"neu"
1316,"https://www.klsescreener.com/v2/news/stock/3484","TheEdge01 Mar, 2019 20:54pm - 3 weeks ago","ocrs rmm contract in putrajaya terminated","3484","2019-03-01",0,"neu"
1282,"https://www.klsescreener.com/v2/news/stock/3484","TheEdge26 Feb, 2019 19:33pm - 2 weeks ago","      ppam    ","3484","2019-02-26",0,"neu"
1327,"https://www.klsescreener.com/v2/news/stock/3484","TheEdge26 Feb, 2019 18:44pm - 1 month ago","damansara realty s ppam project in putrajaya cancelled","3484","2019-02-26",0,"neu"
1317,"https://www.klsescreener.com/v2/news/stock/3484","Sinchew28 Feb, 2019 13:48pm - 3 weeks ago","       ppam ","3484","2019-02-28",0,"neu"
1311,"https://www.klsescreener.com/v2/news/stock/3484","TheEdge29 Mar, 2019 21:09pm - 1 week ago","damansara realty sells shop office in jb to major shareholder","3484","2019-03-29",0,"neu"
2615,"https://www.klsescreener.com/v2/news/stock/3514","TheStar01 Apr, 2019 14:06pm - 2 weeks ago","airasia offers promotional all in fares from kl to quanzhou","3514","2019-04-01",0,"neu"
5470,"https://www.klsescreener.com/v2/news/stock/3522","TheEdge05 Apr, 2019 20:27pm - 5 days ago","rather than accepting can one offer kian joo substantial shareholder disposes of shares in open market","3522","2019-04-05",0,"neu"
5484,"https://www.klsescreener.com/v2/news/stock/3522","TheEdge11 Mar, 2019 12:12pm - 1 month ago","can one s mgo for kian joo deemed not fair but reasonable says uob kay hian","3522","2019-03-11",2,"pos"
5480,"https://www.klsescreener.com/v2/news/stock/3522","TheEdge12 Mar, 2019 10:25am - 4 weeks ago","mgo deemed not fair but kian joos shareholders told to take it","3522","2019-03-12",1,"pos"
5486,"https://www.klsescreener.com/v2/news/stock/3522","TheEdge05 Mar, 2019 10:51am - 1 month ago","can ones takeover finance costs seen to offset kian joos potential near term earnings contributions","3522","2019-03-05",0,"neu"
5487,"https://www.klsescreener.com/v2/news/stock/3522","TheEdge04 Mar, 2019 13:30pm - 1 month ago","frankly speaking a shocking loss","3522","2019-03-04",-2,"neg"
5488,"https://www.klsescreener.com/v2/news/stock/3522","TheEdge26 Feb, 2019 17:00pm - 1 month ago","over to you kian joo shareholders","3522","2019-02-26",0,"neu"
5478,"https://www.klsescreener.com/v2/news/stock/3522","TheEdge13 Mar, 2019 11:31am - 4 weeks ago","stock with momentum kian joo can factory","3522","2019-03-13",0,"neu"
5485,"https://www.klsescreener.com/v2/news/stock/3522","TheEdge07 Mar, 2019 14:00pm - 1 month ago","off market trades kian joo can factory bhd daibochi bhd shin yang shipping corp bhd","3522","2019-03-07",0,"neu"
5463,"https://www.klsescreener.com/v2/news/stock/3522","TheEdge16 Apr, 2019 16:00pm - 1 day ago","kian joo showdown will can one raise offer price to trigger compulsory acquisition","3522","2019-04-16",-1,"neg"
11876,"https://www.klsescreener.com/v2/news/stock/3557","TheEdge16 Apr, 2019 17:00pm - 1 day ago","meridian to sell assets to fund melaka tourism initiative","3557","2019-04-16",0,"neu"
14492,"https://www.klsescreener.com/v2/news/stock/3565","TheEdge05 Apr, 2019 11:38am - 1 week ago","      wce  ","3565","2019-04-05",0,"neu"
14490,"https://www.klsescreener.com/v2/news/stock/3565","TheStar06 Apr, 2019 10:30am - 1 week ago","eye on stock wce holdings","3565","2019-04-06",0,"neu"
14494,"https://www.klsescreener.com/v2/news/stock/3565","TheEdge05 Apr, 2019 11:14am - 1 week ago","stock with momentum wce holdings","3565","2019-04-05",0,"neu"
14495,"https://www.klsescreener.com/v2/news/stock/3565","TheEdge05 Apr, 2019 10:48am - 1 week ago","wce active up   on positive technicals","3565","2019-04-05",1,"pos"
14497,"https://www.klsescreener.com/v2/news/stock/3565","TheEdge05 Apr, 2019 08:32am - 1 week ago","possible for further upside for wce holdings says publicinvest","3565","2019-04-05",0,"neu"
14500,"https://www.klsescreener.com/v2/news/stock/3565","TheStar26 Feb, 2019 07:40am - 1 month ago","share of listed highway concessionaires in for a rough ride","3565","2019-02-26",-1,"neg"
14487,"https://www.klsescreener.com/v2/news/stock/3565","Nanyang16 Apr, 2019 00:05am - 1 day ago","   wce    ","3565","2019-04-16",0,"neu"
3315,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge26 Feb, 2019 16:00pm - 2 weeks ago","cap on plot ratio likely to impact kl land prices","35SS","2019-02-26",-1,"neg"
3316,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge26 Feb, 2019 00:42am - 2 weeks ago","carsome to move its hq to luxury coworking space colony damansara","35SS","2019-02-26",1,"pos"
3357,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar03 Apr, 2019 14:35pm - 8 hours ago","klccp expects office segment to be biggest revenue churner","35SS","2019-04-03",0,"neu"
3356,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge03 Apr, 2019 16:42pm - 6 hours ago","klcc stapled group says no plan to acquire new assets amid challenging market","35SS","2019-04-03",-1,"neg"
3355,"https://www.klsescreener.com/v2/news/stock/5235SS","Orientaldaily03 Apr, 2019 21:50pm - 58 minutes ago","    klcc        ","35SS","2019-04-03",0,"neu"
3313,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge27 Feb, 2019 16:00pm - 2 weeks ago","syed mokhtar closes harrods outlets","35SS","2019-02-27",0,"neu"
3304,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge15 Mar, 2019 19:33pm - 2 days ago","hoc rakes in over   bookings for prma homes in  days","35SS","2019-03-15",0,"neu"
3305,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge11 Mar, 2019 13:13pm - 1 week ago","petronas uitm ink loi on renewable energy collaboration","35SS","2019-03-11",0,"neu"
3306,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge08 Mar, 2019 17:05pm - 1 week ago","petronas to ramp up fy capex to above rmb confirms mulling indian solar firm buy","35SS","2019-03-08",0,"neu"
3372,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge20 Mar, 2019 15:14pm - 2 weeks ago","klccp sees rental reversion to stay flat at   in fy","35SS","2019-03-20",0,"neu"
3369,"https://www.klsescreener.com/v2/news/stock/5235SS","Chinapress20 Mar, 2019 23:22pm - 1 week ago","                      ","35SS","2019-03-20",0,"neu"
3368,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar21 Mar, 2019 08:11am - 1 week ago","klccp to convert former parkson space into street mall","35SS","2019-03-21",0,"neu"
3367,"https://www.klsescreener.com/v2/news/stock/5235SS","Sinchew21 Mar, 2019 10:30am - 1 week ago","     klcc   ","35SS","2019-03-21",0,"neu"
3366,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge22 Mar, 2019 11:26am - 1 week ago","isa samad allowed to withdraw discovery application on condo suit","35SS","2019-03-22",0,"neu"
3365,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar27 Mar, 2019 06:35am - 1 week ago","new tenants for parkson klcc space","35SS","2019-03-27",0,"neu"
3363,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar29 Mar, 2019 08:10am - 5 days ago","mah sing buys freehold land for rmmil","35SS","2019-03-29",0,"neu"
3354,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar06 Apr, 2019 10:30am - 4 days ago","retail trading in the digital age","35SS","2019-04-06",0,"neu"
3311,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge05 Mar, 2019 16:00pm - 1 week ago","cover story more hotel brands coming to klang valley","35SS","2019-03-05",0,"neu"
3310,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge05 Mar, 2019 17:00pm - 1 week ago","plot ratio cap could impact developments in kl","35SS","2019-03-05",-1,"neg"
3309,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge06 Mar, 2019 21:38pm - 1 week ago","two local franchise brands enter japan market mfa","35SS","2019-03-06",0,"neu"
3308,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar07 Mar, 2019 00:00am - 1 week ago","mah sing extends campaigns following good response","35SS","2019-03-07",1,"pos"
3362,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar29 Mar, 2019 09:01am - 5 days ago","cimb research positive on mah sings purchase of sri petaling land","35SS","2019-03-29",1,"pos"
3361,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge01 Apr, 2019 09:54am - 2 days ago","hotel business set to turn bio osmos fortunes around","35SS","2019-04-01",0,"neu"
3360,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge02 Apr, 2019 12:24pm - 1 day ago","high court to hear mohd isa s case","35SS","2019-04-02",0,"neu"
3359,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge02 Apr, 2019 13:06pm - 1 day ago","isa samad s cbt graft case transferred to high court","35SS","2019-04-02",-1,"neg"
3314,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar26 Feb, 2019 18:47pm - 2 weeks ago","retailer parkson hit by china slowdown","35SS","2019-02-26",0,"neu"
3312,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar28 Feb, 2019 19:29pm - 2 weeks ago","lbs bina set to excite home buyers at hoc ","35SS","2019-02-28",1,"pos"
3361,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar04 Apr, 2019 09:50am - 1 week ago","klccp plans to acquire more assets despite property market glut","35SS","2019-04-04",-1,"neg"
3360,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge04 Apr, 2019 10:47am - 1 week ago","klccp has enough assets to weather weak market","35SS","2019-04-04",0,"neu"
3359,"https://www.klsescreener.com/v2/news/stock/5235SS","Sinchew04 Apr, 2019 10:50am - 1 week ago","         klcc     ","35SS","2019-04-04",0,"neu"
3358,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge04 Apr, 2019 16:00pm - 1 week ago","another quiet quarter for high rise residences","35SS","2019-04-04",1,"pos"
3357,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge05 Apr, 2019 23:54pm - 1 week ago","sports will spur langkawi s economic development  pm mahathir","35SS","2019-04-05",0,"neu"
3355,"https://www.klsescreener.com/v2/news/stock/5235SS","TheStar16 Apr, 2019 19:10pm - 1 day ago","maxis launches malaysias first commercial narrowband iot service","35SS","2019-04-16",0,"neu"
3317,"https://www.klsescreener.com/v2/news/stock/5235SS","TheEdge25 Feb, 2019 10:54am - 3 weeks ago","frankly speaking no easy fix for kl office space glut","35SS","2019-02-25",0,"neu"
12466,"https://www.klsescreener.com/v2/news/stock/5235SS","Sinchew16 Mar, 2019 14:18pm - 1 week ago","      one residences     ","35SS","2019-03-16",0,"neu"
14599,"https://www.klsescreener.com/v2/news/stock/3662","TheStar11 Mar, 2019 00:00am - 1 week ago","flour millers in focus as wheat prices drop","3662","2019-03-11",0,"neu"
14586,"https://www.klsescreener.com/v2/news/stock/3662","TheEdge11 Mar, 2019 10:43am - 1 month ago","stock with momentum malayan flour mills","3662","2019-03-11",0,"neu"
14597,"https://www.klsescreener.com/v2/news/stock/3662","TheStar12 Mar, 2019 00:00am - 6 days ago","mfm aims to be one of the largest poultry players","3662","2019-03-12",0,"neu"
14527,"https://www.klsescreener.com/v2/news/stock/3662","TheEdge16 Apr, 2019 11:22am - 1 day ago","malayan flour mills profit seen to recover in fy","3662","2019-04-16",1,"pos"
14528,"https://www.klsescreener.com/v2/news/stock/3662","TheStar16 Apr, 2019 08:40am - 1 day ago","mfm likely to see better results","3662","2019-04-16",1,"pos"
14596,"https://www.klsescreener.com/v2/news/stock/3662","TheEdge12 Mar, 2019 10:54am - 6 days ago","new poultry plant expected to sustain malayan flour mills earnings growth profit margin","3662","2019-03-12",0,"neu"
14529,"https://www.klsescreener.com/v2/news/stock/3662","TheStar02 Apr, 2019 08:00am - 2 weeks ago","malaysian flour mills","3662","2019-04-02",0,"neu"
9801,"https://www.klsescreener.com/v2/news/stock/3689","TheStar12 Mar, 2019 00:00am - 6 days ago","cimb sugar tax will have minimal financial impact on players","3689","2019-03-12",0,"neu"
9854,"https://www.klsescreener.com/v2/news/stock/3689","TheEdge25 Mar, 2019 10:38am - 2 days ago","sugar import permits seen positive for f n in the longer term","3689","2019-03-25",1,"pos"
1125,"https://www.klsescreener.com/v2/news/stock/3719","TheEdge27 Feb, 2019 18:46pm - 4 weeks ago","higher input costs plus lower sales weigh on panasonic q net profit down ","3719","2019-02-27",0,"neu"
1413,"https://www.klsescreener.com/v2/news/stock/3743","TheEdge07 Mar, 2019 16:00pm - 1 month ago","huge turnout at the launch of dasar komuniti negara by pm","3743","2019-03-07",0,"neu"
1412,"https://www.klsescreener.com/v2/news/stock/3743","TheEdge25 Mar, 2019 14:00pm - 3 weeks ago","the week ahead eyes on bank negara annual report and singapore penny stock trial","3743","2019-03-25",0,"neu"
1409,"https://www.klsescreener.com/v2/news/stock/3743","TheEdge12 Apr, 2019 10:25am - 5 days ago","sunsurias placement can increase war chest for landbanking","3743","2019-04-12",0,"neu"
16100,"https://www.klsescreener.com/v2/news/stock/3778","Nanyang28 Feb, 2019 00:06am - 1 month ago","       maa  ","3778","2019-02-28",0,"neu"
16091,"https://www.klsescreener.com/v2/news/stock/3778","TheEdge15 Apr, 2019 19:08pm - 2 days ago","magic appoints new board names ex cradle seed chief dzuleira as ceo","3778","2019-04-15",1,"pos"
16101,"https://www.klsescreener.com/v2/news/stock/3778","Chinapress27 Feb, 2019 21:40pm - 1 month ago","       melewar   ","3778","2019-02-27",0,"neu"
16090,"https://www.klsescreener.com/v2/news/stock/3778","TheStar16 Apr, 2019 08:30am - 1 day ago","dzuleira appointed new ceo of magic","3778","2019-04-16",1,"pos"
17230,"https://www.klsescreener.com/v2/news/stock/3794","TheEdge05 Apr, 2019 08:41am - 1 week ago","affin hwang capital downgrades lafarge target price rm","3794","2019-04-05",0,"neu"
17225,"https://www.klsescreener.com/v2/news/stock/3794","TheStar11 Apr, 2019 08:35am - 6 days ago","analyst reports","3794","2019-04-11",0,"neu"
17224,"https://www.klsescreener.com/v2/news/stock/3794","TheEdge13 Mar, 2019 18:46pm - 2 weeks ago","yeoh khoon cheng re designated as lafarge ceo new cfo appointed","3794","2019-03-13",0,"neu"
17223,"https://www.klsescreener.com/v2/news/stock/3794","TheEdge13 Mar, 2019 19:41pm - 2 weeks ago","yeoh khoon cheng  ceo       cfo","3794","2019-03-13",0,"neu"
17209,"https://www.klsescreener.com/v2/news/stock/3794","TheEdge08 Mar, 2019 08:20am - 1 week ago","cost control a primary concern for lafarge in fyf says cimb research","3794","2019-03-08",-1,"neg"
17208,"https://www.klsescreener.com/v2/news/stock/3794","TheStar08 Mar, 2019 08:26am - 1 week ago","cimb research retains reduce for lafarge at rm ","3794","2019-03-08",0,"neu"
17207,"https://www.klsescreener.com/v2/news/stock/3794","TheStar08 Mar, 2019 08:54am - 1 week ago","trading ideas lafarge malaysia pelangi sasbadi knm maxis","3794","2019-03-08",0,"neu"
17228,"https://www.klsescreener.com/v2/news/stock/3794","TheEdge08 Apr, 2019 10:24am - 1 week ago","better exports for  expected for lafarge malaysia","3794","2019-04-08",1,"pos"
17206,"https://www.klsescreener.com/v2/news/stock/3794","TheStar08 Mar, 2019 09:16am - 1 week ago","quick take lafarge malaysia continues to trend higher","3794","2019-03-08",0,"neu"
17205,"https://www.klsescreener.com/v2/news/stock/3794","TheEdge08 Mar, 2019 10:05am - 1 week ago","lafarge says no idea why its shares surged","3794","2019-03-08",0,"neu"
17213,"https://www.klsescreener.com/v2/news/stock/3794","TheEdge16 Apr, 2019 11:20am - 1 day ago","revival of ecrl project should be small win for lafarge","3794","2019-04-16",2,"pos"
17218,"https://www.klsescreener.com/v2/news/stock/3794","TheEdge15 Apr, 2019 11:28am - 2 days ago","steel building materials counters rise on ecrl revival","3794","2019-04-15",1,"pos"
17217,"https://www.klsescreener.com/v2/news/stock/3794","TheEdge15 Apr, 2019 12:09pm - 2 days ago","ecrl        ","3794","2019-04-15",0,"neu"
13257,"https://www.klsescreener.com/v2/news/stock/3816","TheEdge04 Mar, 2019 17:00pm - 1 week ago","newsbreak li ka shing backed venture to build sts hub in johor","3816","2019-03-04",0,"neu"
13258,"https://www.klsescreener.com/v2/news/stock/3816","TheStar28 Feb, 2019 17:36pm - 2 weeks ago","geopolitical tensions weigh on klci airasia in focus","3816","2019-02-28",0,"neu"
13259,"https://www.klsescreener.com/v2/news/stock/3816","TheEdge25 Feb, 2019 13:47pm - 3 weeks ago","misc downgraded to sell at maybank price target rm ","3816","2019-02-25",0,"neu"
13239,"https://www.klsescreener.com/v2/news/stock/3816","TheStar30 Mar, 2019 07:35am - 2 weeks ago","brazil fpso jobs aplenty for local players","3816","2019-03-30",0,"neu"
13266,"https://www.klsescreener.com/v2/news/stock/3816","Orientaldaily21 Mar, 2019 20:44pm - 2 weeks ago","    misc  ","3816","2019-03-21",0,"neu"
13251,"https://www.klsescreener.com/v2/news/stock/3816","TheStar07 Mar, 2019 09:27am - 1 week ago","blue chips slip in early trade petronas stocks weigh","3816","2019-03-07",0,"neu"
13242,"https://www.klsescreener.com/v2/news/stock/3816","TheEdge15 Mar, 2019 17:27pm - 1 week ago","pm s dept if tabung haji practices prudent accounting govt wont need to take over assets at a premium","3816","2019-03-15",1,"pos"
13240,"https://www.klsescreener.com/v2/news/stock/3816","TheEdge21 Mar, 2019 10:48am - 6 days ago","misc jumps   trading volume surges","3816","2019-03-21",0,"neu"
